Reading,Name,PlasticType,Color,MeasurementType,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,SourceFile
74,D03C,LDPE,red,regular,20771.0,32131.0,55421.0,63173.0,33806.0,40412.0,15461.0,10679.0,-0.760014730189826,-0.1064736871032167,1.2334005112671294,1.679373237148062,-0.0101109012607809,0.3699324200975061,-1.065499143815697,-1.3406077061431765,0.5113549402989775,0.6602085261193699,-1.84394660285586,-0.6524363036025782,-1.055446805714124,0.2321932352667456,1.0437203771869896,1.1043526333004854,measurement2.csv
75,D03C,LDPE,red,regular,21016.0,31862.0,55124.0,63616.0,33850.0,40747.0,15673.0,10493.0,-0.7476500951267568,-0.1253936281286039,1.2091933104027472,1.6963961425757432,-0.0113381370358205,0.3843563911668588,-1.0541885704329648,-1.351375413421203,0.6418182869199612,0.528166411511834,-1.9016483065725027,-0.5816093322752256,-1.0486705377378864,0.3175956427403898,1.2015030926326091,0.8428447427808188,measurement2.csv
76,D03C,LDPE,red,regular,21032.0,32255.0,54762.0,62629.0,33891.0,39979.0,15574.0,10401.0,-0.7452545119001249,-0.0909678789057003,1.221161609538166,1.6797977087778648,0.0044088413632899,0.3593315021197772,-1.063448973531023,-1.36502829746225,0.7075589966885495,0.7430503958713246,-1.8852627614367328,-0.6932287412647504,-0.9601184185508312,0.1401423724015638,1.166168053547982,0.7816901027429061,measurement2.csv
77,D04C,LDPE,yellow,regular,19782.0,31980.0,44210.0,52715.0,26874.0,31917.0,12753.0,8427.0,-0.6249247646400129,0.2412815680299541,1.1097602898330117,1.7137187141122434,-0.1213065230188121,0.236807801924182,-1.1240692401554415,-1.4312678460851247,1.2078698685285492,1.6887517952906326,-1.441077226815149,-0.4976429267516299,-1.0343079761529774,-0.3819978614741865,0.3775818776476244,0.0808224497271353,measurement2.csv
78,D04C,LDPE,yellow,regular,19730.0,31561.0,44349.0,52917.0,26476.0,31674.0,12573.0,8815.0,-0.6231176872072093,0.2163505763866693,1.1237227473644835,1.7316649401184647,-0.144455451875935,0.2243684881258383,-1.1309424156782928,-1.397591197234019,1.1999115242207463,1.5904001057920378,-1.4372463995079277,-0.4758044389800935,-1.137098917913079,-0.4376265977807318,0.2744583708327985,0.4230063533362466,measurement2.csv
79,D04C,LDPE,yellow,regular,20413.0,31627.0,44332.0,52813.0,26692.0,31485.0,12470.0,8820.0,-0.5824730782580813,0.2171661577811087,1.1231244682749475,1.727881054760445,-0.1347350041462501,0.2070405316425707,-1.1488663769792589,-1.4091377530754818,1.3979690678932817,1.5075916838239858,-1.4050990399427288,-0.4971587420121681,-1.0681103100007825,-0.4870031350983754,0.1731906208898436,0.3786198544469428,measurement2.csv
80,D04C,LDPE,yellow,regular,20312.0,31466.0,44108.0,53076.0,26663.0,31839.0,12354.0,8329.0,-0.5792811548690238,0.2080703860255967,1.1004586037044377,1.7335022309899817,-0.1309693710944375,0.2344001443861573,-1.141029726003988,-1.4251511131387242,1.4583212263502372,1.5692629621352507,-1.411052053932616,-0.414749370031177,-1.0419714384570786,-0.3622448102053876,0.1726750472783533,0.0297584368624231,measurement2.csv
81,E01C,PP,white,regular,25584.0,37362.0,60819.0,63159.0,30338.0,37672.0,15120.0,10850.0,-0.5325834172253229,0.1256984054297147,1.436728861705756,1.567513329782916,-0.2668785619950589,0.1430245529100221,-1.1174247308831862,-1.3560784397248409,1.643100091272781,1.2491127791959906,-0.7169386921386209,-0.6342794076043677,-1.4917295684096772,-0.6209362537177352,0.1286651281092172,0.4430059232924144,measurement2.csv
82,E01C,PP,white,regular,25745.0,36845.0,59971.0,62673.0,30104.0,37253.0,14860.0,10224.0,-0.5044605558284826,0.1201799985544115,1.421570760775926,1.5736229029329152,-0.2591625219046055,0.1431397594722692,-1.1170022165904467,-1.3778881274119872,1.804051385218736,1.240762563229845,-0.6955474164969706,-0.5739418087285031,-1.423488775451861,-0.5828392521072756,0.1134642722304495,0.1175390321055761,measurement2.csv
83,E01C,PP,white,regular,25512.0,36947.0,59404.0,62328.0,30033.0,37265.0,15209.0,10502.0,-0.5214435383010289,0.1310741745981028,1.4125424980415484,1.5793953001855852,-0.2634608028382414,0.1492202727792942,-1.1093657067312652,-1.3779621977339949,1.6914427821107454,1.232570554420414,-0.7754175730459109,-0.6304667735433843,-1.4536846724339496,-0.602279346384498,0.2537916922040098,0.2840433366725727,measurement2.csv
84,E01C,PP,white,regular,25305.0,36618.0,59444.0,61685.0,30198.0,37197.0,15280.0,10356.0,-0.5283575559595183,0.1209705844551883,1.4311061924376949,1.559732053188102,-0.2475158171590975,0.1542032365633926,-1.1037588295083058,-1.386379864017456,1.6998583080381426,1.2251101538225029,-0.7607383706383993,-0.6830199446305081,-1.4314996828247692,-0.5988720985716328,0.3280567340583602,0.2211049007463071,measurement2.csv
85,E02C,PP,white,regular,23374.0,35003.0,64486.0,67604.0,33473.0,38374.0,13585.0,8981.0,-0.610471923751361,-0.0302841171720395,1.440665844250106,1.596227421420484,-0.1066180533717439,0.1378999997751521,-1.0988594410447634,-1.3285597301058345,1.7447824760624495,1.4836307670035358,-0.1750388448940036,0.0647905407424972,-1.087309147830961,-0.4380811648516137,-0.600025845287319,-0.9927487809445824,measurement2.csv
86,E02C,PP,white,regular,23662.0,35202.0,64004.0,68497.0,33981.0,38163.0,13660.0,9362.0,-0.6067443896580973,-0.0306694983819565,1.4071215777476278,1.631411394602368,-0.091621616427725,0.1171431318666268,-1.1060425753204854,-1.3205980244283584,1.8162599497577725,1.4660054675420986,-0.3652013351687116,0.1031588896189425,-1.0600575298576471,-0.6089794133069623,-0.6585012331649904,-0.6926847954205007,measurement2.csv
87,E02C,PP,white,regular,23588.0,35230.0,64847.0,68481.0,33545.0,37788.0,13276.0,8964.0,-0.5972929223610534,-0.0238818661633616,1.4348636458970263,1.6138514296302693,-0.1068742755168327,0.1021089843566259,-1.105196616873216,-1.317578378969458,1.7365804233032491,1.4597373893225971,-0.1089119953306854,0.1911533416099202,-0.9972979851006176,-0.5577138224766063,-0.7778152041551846,-0.9457321471726636,measurement2.csv
88,E02C,PP,white,regular,23629.0,35363.0,64728.0,68445.0,33565.0,37923.0,13637.0,8824.0,-0.5993862956113021,-0.0198186070426266,1.4305823793915948,1.6141730644444128,-0.1086257234604277,0.1066253406935084,-1.0929128291189043,-1.3306373292962552,1.7213930784355798,1.469312949578226,-0.14990315985857,0.1608907145396066,-1.0086247535609327,-0.5436901954683006,-0.5450281954603062,-1.104350438205297,measurement2.csv
89,E03C,PP,blue,regular,18859.0,27591.0,41509.0,46911.0,22244.0,23932.0,9029.0,6563.0,-0.432543337142068,0.2276792595322383,1.2800129861141207,1.6884557789719543,-0.1766050080373352,-0.0489760864630991,-1.1757852204801844,-1.3622383724956264,1.8352401116589727,1.5117594424266576,-0.5827379226255707,-0.0673267082669434,-0.8667734084744467,-0.860402472459806,-0.6272801749288492,-0.3424788673300119,measurement2.csv
90,E03C,PP,blue,regular,19182.0,27794.0,41828.0,47287.0,22533.0,23853.0,8798.0,6673.0,-0.4164418617232838,0.228419652825115,1.2792773508246773,1.688044072598912,-0.1655209449499809,-0.0666801182890558,-1.1939896981225608,-1.3531084531638229,1.8566006993326236,1.4729274108268962,-0.5560843979199034,-0.054471933411656,-0.8072855728064335,-0.875649158809698,-0.759020400724743,-0.2770166464870869,measurement2.csv
91,E03C,PP,blue,regular,19335.0,27683.0,41932.0,47178.0,22518.0,23756.0,9255.0,6686.0,-0.4113269618805973,0.2178112059556441,1.291671981410676,1.687031208587116,-0.171443542112658,-0.0781429848796361,-1.1709954731155414,-1.364605433965003,1.9010525195696983,1.4268641929214754,-0.5824848467180799,-0.1006041708558551,-0.8515938119199575,-0.9362723261784386,-0.5542556819987887,-0.3027058748200585,measurement2.csv
92,E03C,PP,blue,regular,19131.0,27677.0,42157.0,47345.0,21929.0,23796.0,8840.0,6582.0,-0.4129379892859306,0.2227832485600129,1.2999238434592946,1.6858496311897833,-0.2047999102439285,-0.0659172106115418,-1.178466570923259,-1.346435042144431,1.855567293002042,1.4632455446396813,-0.4930538413435418,-0.0244861534555818,-0.905663180070452,-0.8609324614619551,-0.7114672701873328,-0.3232099311228607,measurement2.csv
93,E04C,PP,purple,regular,16777.0,22722.0,32674.0,33908.0,16629.0,18152.0,8499.0,6268.0,-0.2851083269263609,0.3481402617168804,1.4082058553548178,1.5396488761093612,-0.3008729679893046,-0.1386462900240133,-1.1668630480010038,-1.4045043602403766,1.874782111311574,1.1484952562494308,-0.6778929883162647,-0.631275417871184,-1.0718667529389572,-1.0176406869376236,0.0246805101681619,0.3507179683348632,measurement2.csv
94,E04C,PP,purple,regular,16719.0,22763.0,32617.0,34222.0,16814.0,17892.0,8712.0,6461.0,-0.2992554219273272,0.3453275325020261,1.3962409065832386,1.5674115951767382,-0.2891238235370577,-0.1741568439085264,-1.1531891936208798,-1.3932547512682116,1.812057091931703,1.120693306169536,-0.714890928276277,-0.6264678337134021,-1.0630035101063402,-1.095911239935614,0.1035873741041473,0.4639357398262469,measurement2.csv
95,E04C,PP,purple,regular,16630.0,22865.0,32277.0,34332.0,16580.0,17894.0,8644.0,6353.0,-0.3001563760574694,0.3642234791786776,1.3671333745247267,1.5861070076458623,-0.3054842016808547,-0.1654689442982889,-1.1511166846245695,-1.3952376546880845,1.8036145570990825,1.1709150090817828,-0.7290338729374946,-0.5889071487659209,-1.0854608228976692,-1.0703602763081577,0.0929037026055436,0.4063288521228347,measurement2.csv
96,E04C,PP,purple,regular,16713.0,23041.0,32548.0,34155.0,16681.0,18192.0,8586.0,6362.0,-0.3002252928760326,0.3730539321862637,1.3845687224307726,1.5555484497814536,-0.3036299918649697,-0.1428643614810996,-1.1649124392226324,-1.4015390189537555,1.8137290147284792,1.1943857690280546,-0.7136548475102058,-0.624995658421583,-1.080097043578147,-1.0292063881916105,0.0448449818102235,0.3949941721347896,measurement2.csv
97,E05C,PP,white,regular,26319.0,40491.0,60861.0,75023.0,32718.0,39364.0,14174.0,8925.0,-0.5237976541141922,0.1562761275109312,1.1337742175267205,1.813368127728174,-0.2167279301077594,0.1021946180633222,-1.1066014981614067,-1.3584860084457897,1.5558877899606758,1.6030296114248093,-0.7541606960285568,0.3890399165133097,-1.0559124644834932,-0.4156809798578831,-0.4085680198368195,-0.9136351576920384,measurement2.csv
98,E05C,PP,white,regular,26341.0,40704.0,60589.0,74984.0,32456.0,39146.0,13844.0,8898.0,-0.5170023461852232,0.1718864631714909,1.1256255130954804,1.8160491300759092,-0.223710201840984,0.0971605169918794,-1.1163926859840714,-1.3536163893244817,1.5440746914097658,1.6243341622545642,-0.7315780515940724,0.4003599129239273,-1.0418590953529865,-0.410365403812673,-0.5068200764288716,-0.878146139399655,measurement2.csv
99,E05C,PP,white,regular,26490.0,40454.0,60659.0,74566.0,32548.0,39351.0,13987.0,9000.0,-0.5137833839450725,0.1603902154825652,1.135875576155397,1.8072972495469863,-0.2213067536577172,0.1071380327148278,-1.1174207739224251,-1.3581901623745614,1.598780672965775,1.5870442563493423,-0.7543209099152767,0.3533653528795687,-1.0615280752879417,-0.4031620404487763,-0.4723322579733985,-0.8478469985692947,measurement2.csv
100,E05C,PP,white,regular,25920.0,40375.0,60550.0,74796.0,32441.0,39219.0,13966.0,9082.0,-0.535420401576264,0.1603511571363765,1.1314470545440227,1.8171586854966533,-0.2215410287388286,0.1047086858896237,-1.1108097625483089,-1.345894390203275,1.5032344951163457,1.6516858755891466,-0.7702715138880738,0.4099128432250527,-1.096344340691677,-0.416385530154873,-0.4766313525349814,-0.8052004766609367,measurement2.csv
101,F01C,PS,white,regular,27559.0,41845.0,80432.0,89150.0,45396.0,49913.0,14839.0,9302.0,-0.6445613622623166,-0.1106131658470514,1.3316001237424653,1.6574408332726545,0.0221076829189156,0.1909333866293841,-1.119979327991154,-1.3269281704628977,1.0671096439133405,0.9988930957249944,0.0807341178370562,0.7684737525139617,0.0280817913951278,0.224428773547013,-1.2691908378584682,-1.8985303370730235,measurement2.csv
102,F01C,PS,white,regular,27748.0,41895.0,79530.0,89204.0,45405.0,49431.0,14929.0,9279.0,-0.6368838007608909,-0.1046809238888796,1.311128454147322,1.6750593674759315,0.0273634740626832,0.1788195270977236,-1.1191279994335646,-1.3316780987003252,1.1340851003227617,1.0129039474865542,-0.0057692585249915,0.7781291672572493,0.0380079617786091,0.1488666713267326,-1.2107377977955585,-1.895485791851359,measurement2.csv
103,F01C,PS,white,regular,27652.0,41926.0,80394.0,88666.0,45625.0,49617.0,15118.0,9329.0,-0.6445413150837578,-0.1077392944432222,1.338925980181979,1.6500109118576487,0.0313689214983036,0.1814959823359818,-1.1159071919723995,-1.3336139943745335,1.1081450511835649,1.024165650818518,0.0606301879014063,0.7184832911938585,0.0542979513126067,0.1596182304136144,-1.1812894221521293,-1.9440509406714384,measurement2.csv
104,F01C,PS,white,regular,27593.0,41787.0,80025.0,88423.0,45180.0,49125.0,14836.0,8984.0,-0.6361016880187176,-0.1018871100105863,1.3372630262353573,1.653335593947932,0.0258140357680236,0.1742906110985912,-1.1162324032258284,-1.3364820657947718,1.096365042584725,1.0073000246789734,0.0984244630593134,0.7272607238595464,0.0506391944128767,0.1468849151188141,-1.156053045717917,-1.9708213179963296,measurement2.csv
105,F02C,PS,blue,regular,25446.0,41202.0,90463.0,87126.0,45838.0,56613.0,18923.0,10769.0,-0.7764457944568101,-0.2101110520795909,1.5605297034576135,1.4405843470655864,-0.0434743507809879,0.3438229866850273,-1.010908952906074,-1.3039968869847642,-0.2807147897674739,0.5045854165172975,0.937582791078194,0.0541121929187416,-0.6359120162430026,1.31077366787617,0.2537930048886301,-2.1442202672685533,measurement2.csv
106,F02C,PS,blue,regular,25498.0,40760.0,90667.0,87526.0,45642.0,55777.0,18645.0,10680.0,-0.765532850858128,-0.2196070694633928,1.5655795359662392,1.4532251342259126,-0.0449766367043116,0.3175549970550672,-1.010666475540222,-1.2955766346811646,-0.1802351968953456,0.4342517487366307,1.0607077888485916,0.1953734675961361,-0.6245610317228348,1.181608679786246,0.126782425217716,-2.1939278815671432,measurement2.csv
107,F02C,PS,blue,regular,25732.0,41017.0,90899.0,87725.0,45936.0,56206.0,18755.0,10931.0,-0.7657743015831694,-0.219281076816821,1.5641781994537047,1.450696387519888,-0.0434092958141604,0.3237798058116424,-1.015226917166736,-1.2949628014043484,-0.1693905825212519,0.4430591869507369,1.0507635909109694,0.1294025268707443,-0.681454541440116,1.2600395350039206,0.110003127544051,-2.142422843319051,measurement2.csv
108,F02C,PS,blue,regular,25165.0,41276.0,90884.0,87588.0,45636.0,56602.0,18951.0,10785.0,-0.7835966304911629,-0.2083393070149686,1.5629576517713917,1.445271093632385,-0.0526616997679816,0.3388889059821237,-1.0054729266913411,-1.2970470874204456,-0.4205403022197298,0.5214212004377806,0.9887226626085796,0.125161577346045,-0.6808409222055133,1.2858763885056574,0.270177723585945,-2.089978328058768,measurement2.csv
109,F03C,PS,white,regular,27174.0,40929.0,64009.0,78831.0,36357.0,40411.0,11673.0,7078.0,-0.490227722777481,0.1154156881850654,1.1316461443839438,1.7842704000936394,-0.0858930486321474,0.0926077429376209,-1.172748879689908,-1.3750703245007332,1.440741195832277,1.3446898885813166,-0.3116680072992446,0.6088339023591434,-0.3111342958931736,-0.1534081022805223,-1.0845114209607851,-1.533543160339013,measurement2.csv
110,F03C,PS,white,regular,27055.0,40500.0,63679.0,78163.0,35775.0,39749.0,11364.0,7274.0,-0.483393885925901,0.1134202002113355,1.1423196946386325,1.78525425942939,-0.0963192238867263,0.0800838388361727,-1.1799063311158884,-1.361458552187015,1.4783603408575854,1.34241120231994,-0.300140908357462,0.6129016291779916,-0.3500829841180297,-0.1939978015098215,-1.1646734951247706,-1.4247779832454324,measurement2.csv
111,F03C,PS,white,regular,26963.0,40577.0,63755.0,77896.0,35790.0,39862.0,11760.0,6891.0,-0.4878370424911359,0.1173720698427813,1.1477479186510329,1.7763847673005055,-0.0954335729324839,0.0855868108947314,-1.1636850030326773,-1.3801359482327538,1.4456834737847577,1.3447319033537968,-0.2833349264965381,0.594006468990959,-0.3362021839339978,-0.1707029241898874,-1.0129149008201603,-1.5812669106889332,measurement2.csv
112,F03C,PS,white,regular,26883.0,40435.0,63439.0,78241.0,35561.0,39985.0,11242.0,7269.0,-0.4878665364937727,0.1132465139376221,1.1336128519042548,1.7901709519991122,-0.1029448237101507,0.0932862960587756,-1.181639353922746,-1.3578658997730952,1.4522830055876763,1.3468825433261815,-0.3048084462145814,0.632201785148823,-0.3647553608460073,-0.1529609175388608,-1.1932439596931037,-1.4155986497701276,measurement2.csv
113,F04C,PS,transparent,regular,28191.0,42881.0,87496.0,93875.0,49286.0,53721.0,16134.0,9896.0,-0.6795182835485417,-0.1674569526093769,1.3877245504437772,1.610082564743364,0.0558073649308102,0.2104017830870523,-1.0997989824684538,-1.3172420445786317,0.8093909929630961,0.7542220518883473,0.328094313046382,0.7778686628590807,0.2492251300319385,0.3877829458412691,-1.2150730337369389,-2.091511062893174,measurement2.csv
114,F04C,PS,transparent,regular,28487.0,42934.0,87666.0,94127.0,49431.0,54110.0,16250.0,9850.0,-0.673851261032043,-0.1712600379017995,1.3849046047964806,1.6096738920287434,0.0547616397251951,0.2175376024182393,-1.0995596293745908,-1.3222068106602252,0.8624622000280172,0.7162395283287813,0.3047081702266211,0.7537994775733357,0.2366285957404199,0.4138022003069997,-1.16917028575282,-2.1184698864513463,measurement2.csv
115,F04C,PS,transparent,regular,28222.0,43590.0,87384.0,93657.0,48815.0,54162.0,16319.0,9828.0,-0.6826179892984606,-0.1453372671756192,1.3857449780513271,1.6050553613072216,0.037333983025568,0.2242704758151849,-1.0987588297089357,-1.3256907120162862,0.7855101743184761,0.8842549241618546,0.289124603270659,0.720467960140547,0.1337095661113453,0.4384197522734499,-1.1246317467985674,-2.12685523347777,measurement2.csv
116,F04C,PS,transparent,regular,28175.0,42799.0,87248.0,93726.0,49397.0,54093.0,16298.0,9742.0,-0.6813969602188668,-0.1706395621875897,1.381784917099352,1.608035356407791,0.0598019936254823,0.2238143528401211,-1.0962127162649198,-1.32518738130137,0.7912123062915317,0.7236782782474364,0.2968189798406323,0.7501096264027445,0.2674077145382205,0.4485620911138064,-1.112186946724954,-2.16560204970942,measurement2.csv
1,ref,reference,white,regular,26459.0,40513.0,87985.0,90881.0,49231.0,53682.0,19067.0,12801.0,-0.7669205114770967,-0.2565450271749609,1.4674157662497576,1.5725849282348852,0.0600519183313732,0.2216914003741231,-1.0353633448314008,-1.2629151297066803,0.351953249941478,-0.3766475458142007,-0.872448839479733,0.7589931134830668,-1.8807257158587585,0.0818779953847659,1.6675033993834962,0.2694943429598024,measurement3.csv
2,ref,reference,white,regular,26197.0,40692.0,88426.0,91014.0,50054.0,53743.0,18873.0,12432.0,-0.7739593155532936,-0.2517264900227013,1.4680570004138138,1.561298708069776,0.0855721448594927,0.2184812095978408,-1.037831907080445,-1.2698913502844835,-0.4986013551380394,0.445040712182521,0.1714552263941532,0.9102950219797864,0.6480957889785336,0.4248808453212472,0.3435653413130453,-2.4447315810312142,measurement3.csv
3,ref,reference,white,regular,26671.0,40919.0,87912.0,90065.0,49371.0,53761.0,18749.0,12535.0,-0.7596081937202406,-0.2399480169473936,1.4740041649087543,1.552529456921103,0.0683175511382396,0.2284318251439105,-1.048543336925918,-1.2751834505184554,1.5161487657323658,1.190228188818189,-0.393057115624132,-0.0887762793847352,-0.7417777986185904,0.5793006484641378,-0.2859183905237108,-1.7761480188634493,measurement3.csv
4,ref,reference,white,regular,26432.0,40596.0,87646.0,89539.0,49080.0,52936.0,18659.0,12472.0,-0.7597532319902732,-0.2408437528741467,1.4828706634216555,1.5522222338796356,0.069974379067481,0.2112420260225631,-1.04452330973453,-1.271189007792386,1.533184955004666,1.2936391138675187,0.0764937815026012,0.063997523240895,-0.7107351894629644,-0.4118630338211371,-0.0308350463969375,-1.8138821039346125,measurement3.csv
5,ref,reference,white,regular,26294.0,40494.0,87185.0,89434.0,48825.0,52662.0,18427.0,12550.0,-0.7602442797150458,-0.2384688329347414,1.4771802787285822,1.5598192209686457,0.0676516774262949,0.2086412823062969,-1.049315226181289,-1.2652641205987434,1.454944824543764,1.584821323860714,-0.1166385727152076,0.4491229967031842,-0.9539055760081896,-0.6298236445668177,-1.2479151131837036,-0.5406062386337755,measurement3.csv
6,ref,reference,white,regular,26300.0,40046.0,87609.0,89438.0,48759.0,53000.0,18563.0,12635.0,-0.7602717502095514,-0.2564720284436945,1.4867424460470264,1.5537764698437493,0.0628650132954231,0.2183003850405852,-1.043837765581473,-1.2611027699920652,1.7968149955137902,-0.3201361095704957,0.484087144960046,0.3218325821082046,-1.963202989582664,0.0592594286587248,-0.6374819001141656,0.2588268480266502,measurement3.csv
7,ref,reference,white,regular,26252.0,40216.0,87387.0,89737.0,49313.0,52757.0,18440.0,12578.0,-0.7624280708768683,-0.2513857062762544,1.4749376524014566,1.5609409148485665,0.0815384122264514,0.2075789381276627,-1.0483248735308353,-1.2628572669201792,1.4155876609404516,0.5516269519737399,0.0025507548929391,1.0008544916282278,0.3314968373249921,-0.8120470855769579,-1.8855693884466311,-0.6045002227368278,measurement3.csv
8,ref,reference,white,regular,26048.0,40468.0,87908.0,90012.0,49159.0,53234.0,18741.0,12567.0,-0.7727353740397801,-0.2476032541406971,1.4800158698546215,1.5566370890132672,0.0688962780398112,0.2172952647658003,-1.038833876127339,-1.2636719973656845,-0.9180113488411934,1.2048167250132864,0.5228568561943373,1.004760868735339,-1.0982495227692752,0.2805803376843818,0.650777427270229,-1.6475313432870804,measurement3.csv
9,6mm pmma,PMMA,transparent,regular,18636.0,30521.0,38979.0,58167.0,19717.0,27042.0,7021.0,4247.0,-0.4212053344918858,0.3037539936187637,0.8196737241328466,1.9901002775856984,-0.3552666694782037,0.0915425083434629,-1.1296952458091087,-1.2989032539015737,1.2437270040423198,1.5448235339360414,-0.5147628618175932,0.828485564027857,-0.8125636278031357,-0.0936976361139281,-0.9656786317462652,-1.2303333445252995,measurement3.csv
10,6mm pmma,PMMA,transparent,regular,18701.0,30059.0,39201.0,57933.0,19016.0,27511.0,7227.0,4360.0,-0.4163954033776317,0.2791073894993008,0.8389142685696405,1.9859611356387288,-0.3971064986623444,0.1230815824689764,-1.1190014119592415,-1.2945610621774284,1.2842495446968247,1.4985116513599306,-0.5141742131098546,0.8252974343939653,-0.9310126660414132,-0.0412541812094931,-0.9184045849908468,-1.2032129850991125,measurement3.csv
11,6mm pmma,PMMA,transparent,regular,19134.0,30405.0,39084.0,57923.0,19614.0,27325.0,7125.0,4486.0,-0.3997198617938013,0.2930746272540127,0.82654666792884,1.9845233673496336,-0.3702157046876926,0.1037562858231488,-1.1378769923922574,-1.300088389481884,1.3440857017686942,1.5025390494045054,-0.5457251625477038,0.7818095309615742,-0.8674881869770416,-0.0941832578484736,-0.9711843924760406,-1.149853282285512,measurement3.csv
12,6mm pmma,PMMA,transparent,regular,19020.0,30308.0,39027.0,58595.0,19144.0,27019.0,6965.0,4188.0,-0.3942168950322915,0.2889935315787716,0.8167142712688726,2.001074798193508,-0.3867117486024748,0.0899255750653248,-1.1238502838342377,-1.2919292486374732,1.30890577707638,1.4744903504719478,-0.4938000700542493,0.8412661421735795,-0.8613991276796504,-0.0900325671894259,-0.9555443557735694,-1.2238861490250157,measurement3.csv
13,6mm pmma,PMMA,transparent,regular,18923.0,29804.0,38621.0,57925.0,19071.0,26869.0,7143.0,4416.0,-0.3955400242109484,0.2744795917989107,0.8174042268838227,2.006087129875673,-0.3864266244159425,0.093751021539841,-1.1209173862729045,-1.288837935198452,1.3497132930574554,1.4640973068781478,-0.5436428533091279,0.8349433793224295,-0.907386490718072,-0.1088568412032829,-0.9323385848224828,-1.156529209205068,measurement3.csv
14,6mm pmma,PMMA,transparent,regular,18766.0,30188.0,38944.0,58289.0,19093.0,26784.0,7361.0,4194.0,-0.4079758010165472,0.2889488553497203,0.8232048780377819,2.003559236066625,-0.3880235717544417,0.0812504198506155,-1.1038631855251515,-1.297100831008602,1.2863173424499323,1.501382724888949,-0.5146976216516044,0.845613940958289,-0.8942916806209236,-0.1212622659223383,-0.8449361228297931,-1.2581263172725108,measurement3.csv
15,5mm pmma,PMMA,transparent,regular,20171.0,32100.0,44614.0,63301.0,22287.0,30200.0,7977.0,4773.0,-0.4460387989217793,0.2184897259194234,0.915606832119676,1.9566031053787551,-0.3281628362623791,0.1126464702233646,-1.1253296725837485,-1.3038148258733129,1.2798637994656847,1.4531300751919858,-0.4400672163363989,0.8560277797474745,-0.8177181025560357,-0.0513124498719307,-0.9762600798515104,-1.303663805789268,measurement3.csv
16,5mm pmma,PMMA,transparent,regular,20096.0,32678.0,44259.0,63441.0,22376.0,30334.0,8219.0,4650.0,-0.4546117832647278,0.2463057882493174,0.8914596903081442,1.960049807680773,-0.3275976310590353,0.1157263265080265,-1.1162552419256973,-1.315076956496801,1.22727609527999,1.508820755409392,-0.4723871098566778,0.8388727613788589,-0.8062006175125042,-0.0475825522072983,-0.8902806059387477,-1.3585187265530156,measurement3.csv
17,5mm pmma,PMMA,transparent,regular,20261.0,32168.0,43900.0,63097.0,22143.0,30039.0,8213.0,4753.0,-0.4390207510967822,0.2302389337362217,0.8896623504205925,1.9686728627023744,-0.3332387130640524,0.1105737058022782,-1.1162056576952564,-1.310682730805376,1.3008246688790173,1.462398022665182,-0.4926215083194333,0.8401313524493441,-0.835556967655809,-0.0709174483105285,-0.8921422692078873,-1.3121158504998855,measurement3.csv
18,5mm pmma,PMMA,transparent,regular,20149.0,32110.0,44383.0,62920.0,22177.0,30234.0,8180.0,4663.0,-0.4461046659704166,0.224819250749331,0.9132440672280088,1.9530331019436649,-0.3323488175373718,0.1195894816860214,-1.117477323709624,-1.3147550943896134,1.279966361362917,1.460369403969282,-0.4516765733563229,0.8337838684133458,-0.8266477114566807,-0.0414761966909797,-0.8993922411553935,-1.3549269110861692,measurement3.csv
19,5mm pmma,PMMA,transparent,regular,20009.0,32112.0,44567.0,62824.0,22216.0,29709.0,8217.0,4955.0,-0.4539271410386776,0.227093692032722,0.9279211295196496,1.9552199272875208,-0.3297419821038202,0.0918798556392185,-1.1174483889588582,-1.3009970923777547,1.2776320361214912,1.5008306515711518,-0.462822228298266,0.8451838858362034,-0.8595079534680402,-0.1197284045732474,-0.9266726454469804,-1.2549153417423136,measurement3.csv
20,4mm pmma,PMMA,transparent,regular,21674.0,35132.0,51768.0,70074.0,26140.0,34318.0,9548.0,5656.0,-0.5061890518738184,0.167311752408823,0.9998544318594116,1.9159716649696832,-0.2826896766378043,0.1265754130800914,-1.1130303918003537,-1.3078041420060331,1.192582396393512,1.4897389584186598,-0.4055244125635782,0.8804997736874252,-0.8159986290070054,-0.0353751921911947,-0.9373810703265508,-1.368541824411269,measurement3.csv
21,4mm pmma,PMMA,transparent,regular,21748.0,35145.0,52452.0,70378.0,26643.0,34501.0,9532.0,5733.0,-0.5105716732396526,0.1555556780182357,1.0160965504688046,1.9074154202642,-0.2671818557874347,0.1235346274688529,-1.1179771911142786,-1.3068715560787272,1.1957670794963589,1.478968747656481,-0.384919091152571,0.8843302169459669,-0.7834342657982851,-0.0405240304469201,-0.980819923452319,-1.3693687332487086,measurement3.csv
